REGION,IS_AlemAgro?,APPLICANT_NAME,Сумма Субсудии,YEAR
Павлодарская область,Other,ФХ Байкал,24538364.78,2020
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""LAMERC AGRO""",24527158.87,2020
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""Ак-Бидай-Агро""",24501854.86,2022
Северо-Казахстанская область,Other,"КХ ""Редин В.Г.""",24478393,2022
Восточно-Казахстанская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Труд-13""",24452524.279999997,2021
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""БЕКЗАТ-1""",24438704,2022
Акмолинская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"АГРОФИРМА МИРАС ЖЕР""""""",24409578.959999997,2020
Акмолинская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Кайнар-Агро-11""",24359810.93,2021
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""АЗКО""",24118302,2022
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Каинды""",24105077.7,2021
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Север Агро LTD""",24068673,2022
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""LAMERC AGRO""",24060980.320000004,2021
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""Родник kst""",24040707.200000003,2021
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""АЛТЫН-ГУЛЬ""",23927588.32,2021
Павлодарская область,Other,"КХ ""Солтанбет""",23812665.12,2021
Северо-Казахстанская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Ак-Ниет-Агро и К""",23796038.57,2021
Северо-Казахстанская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Ногайбай""",23709892.5,2020
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""ПОЛЯКОВСКОЕ""",23621125,2022
Акмолинская область,Other,"Товарищество с ограниченной ответственностью ""КАЗГЕР""",23580885,2022
Восточно-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Опытное хозяйство масличных культур плюс""",23499422,2022
